ID,Lat,Lon,Dep,Mag
1043,48.475936,-123.499341,2.913,1.2
1044,48.455766,-123.118685,30.080,1.3
1045,48.463098,-123.118547,28.732,1.1
1046,48.637557,-123.150212,17.256,0.9
1047,48.475879,-123.526668,1.035,1.3
1048,48.348564,-123.127466,42.312,1.2
1049,48.602287,-123.053955,14.979,0.8
1050,48.681559,-123.342391,22.602,0.6
1052,48.535372,-123.460531,7.688,1.1
1053,48.447896,-123.229346,22.024,1.5
1054,48.595487,-123.112655,7.465,1.2
1055,48.702991,-123.290096,21.775,0.8
1056,48.350793,-123.744132,6.980,1.0
1057,48.630900,-123.128540,20.066,1.0
1058,48.596200,-123.111279,7.636,0.8
1059,48.420569,-124.393457,37.892,1.2
1060,48.483447,-123.412524,23.809,1.0
1061,48.478084,-123.277384,23.492,0.9
1062,48.268628,-123.253890,39.637,0.8
1063,48.231128,-123.103459,47.040,1.7
1064,48.651046,-123.165926,15.940,0.6
1065,48.244621,-123.122697,20.949,1.6
1066,48.643685,-123.167253,17.423,0.9
1067,48.665002,-123.425439,48.530,0.6
1068,48.691455,-123.312354,22.950,0.6
1069,48.495683,-123.593896,22.477,0.6
1070,48.582865,-123.106234,9.793,0.7
1071,48.621761,-123.041520,16.170,1.4
1072,48.618970,-123.035653,15.809,1.2
1073,48.619214,-123.035213,14.888,0.3
1074,48.640002,-123.130697,21.919,1.4
1075,48.636373,-123.133830,21.576,0.9
1076,48.687638,-123.301538,24.324,1.0
1077,48.492533,-123.484587,25.725,1.1
1078,48.600798,-123.105029,13.820,0.5
1079,48.481128,-123.410441,26.216,0.8
1080,48.637931,-123.042228,20.298,1.1
1081,48.221501,-123.135905,25.648,1.5
1082,48.501343,-123.620101,42.697,1.3
1083,48.457906,-123.206738,29.457,1.1
1084,48.613021,-123.433976,48.886,1.3
1085,48.472933,-123.305566,23.540,1.0
1086,48.472538,-123.297721,23.141,0.1
1087,48.472274,-123.286882,23.844,0.2
1088,48.355241,-123.600212,5.408,1.2
1089,48.687956,-123.090251,25.436,1.1
1090,48.223348,-123.124829,26.860,1.1
1091,48.311491,-123.278084,23.209,1.2
1092,48.309269,-123.260384,21.817,1.4
1093,48.478923,-123.423812,22.272,1.5
1095,48.648804,-123.044344,52.987,1.3
1096,48.501969,-123.257438,28.600,1.4
1097,48.481486,-123.480949,8.927,0.7
1098,48.315230,-123.200716,42.331,0.9
1099,48.539400,-123.568742,16.845,0.7
1100,48.410360,-123.026221,19.376,1.0
1101,48.397876,-123.245101,43.477,1.3
1102,48.492533,-123.625285,26.190,0.4
1103,48.356653,-122.972135,15.978,0.6
1104,48.475736,-123.507975,2.725,1.0
1105,48.597013,-123.099512,14.078,1.0
1106,48.689303,-123.089551,25.552,1.4
1107,48.683000,-123.079338,25.031,1.1
1108,48.463676,-123.693766,6.100,1.1
1109,48.246265,-123.264437,41.946,0.8
1110,48.420321,-123.198340,17.440,0.3
1111,48.595048,-123.109098,3.908,0.7
1112,48.633219,-123.022339,17.526,0.3
1113,48.651978,-123.209757,23.962,0.5
1114,48.640234,-123.156974,16.456,0.2
1115,48.302083,-123.031470,18.289,1.0
1116,48.642045,-123.137012,18.881,0.1
1117,48.634180,-123.126660,19.114,0.7
1118,48.519963,-123.452726,26.601,1.1
1119,48.476237,-123.517008,21.371,0.1
1120,48.391333,-123.680794,21.881,1.0
1121,48.221733,-123.168066,26.114,1.0
1122,48.598413,-123.121110,7.002,1.1
1123,48.368693,-123.462004,23.836,1.2
1124,48.591195,-123.063892,7.744,0.2
1125,48.611471,-123.053174,17.774,0.6
1126,48.610758,-123.049300,17.466,1.4
1127,48.604773,-123.039876,16.957,1.0
1128,48.595699,-123.051416,15.407,0.9
1129,48.611784,-123.040910,15.719,0.5
1130,48.198625,-123.248193,24.288,1.6
1131,48.603475,-123.045760,12.924,0.5
1132,48.619637,-123.055819,18.278,1.1
1133,48.549247,-123.436182,26.864,0.3
1134,48.467493,-123.272835,23.693,0.9
1136,48.611503,-123.073836,18.958,0.5
1137,48.608337,-123.049813,16.880,0.1
1139,48.598836,-123.189494,6.242,0.8
1140,48.638566,-123.236353,59.196,1.2
1141,48.637004,-123.099382,21.186,0.7
1143,48.309526,-123.872534,39.710,1.3
1144,48.478939,-123.017326,6.269,0.9
1145,48.474235,-123.256307,22.855,0.4
1146,48.593225,-123.085352,12.770,1.2
1147,48.395915,-123.355558,23.940,0.7
1148,48.398242,-123.356803,23.904,0.4
1149,48.694462,-123.071924,7.814,0.9
1150,48.690885,-123.080851,6.881,0.5
1151,48.367932,-123.744971,16.394,0.9
1152,48.331490,-123.422673,3.405,0.4
1153,48.511528,-123.674715,26.175,1.1
1154,48.538778,-123.439111,25.487,0.4
1155,48.468359,-123.269019,22.944,0.6
1157,48.589290,-123.034009,18.269,0.9
1158,48.320398,-123.257430,17.766,1.8
1159,48.322278,-123.261377,18.113,1.4
1160,48.578475,-123.041170,48.393,1.4
1161,48.597864,-123.105273,7.515,0.8
1162,48.493018,-124.337248,38.965,0.9
1163,48.693827,-123.992521,24.089,1.5
1164,48.513708,-123.642627,22.893,0.8
1165,48.401485,-123.344263,13.357,1.4
1166,48.395577,-123.359408,13.050,1.4
1167,48.678715,-123.148714,21.643,0.9
1168,48.612801,-123.115967,13.105,1.0
1169,48.393827,-123.023470,30.504,1.1
1171,48.629386,-122.982967,20.534,0.8
1172,48.406083,-123.504167,6.437,1.1
1173,48.671391,-123.261792,20.615,1.0
1174,48.649463,-123.022884,21.433,1.0
1175,48.546350,-123.413574,26.888,0.7
1176,48.520280,-123.692464,21.866,0.7
1177,48.519218,-124.434888,37.293,1.0
1178,48.640633,-123.141235,19.387,1.1
1179,48.654924,-123.017350,19.396,0.5
1180,48.650602,-123.131152,21.810,0.9
1181,48.361548,-123.316496,24.774,0.5
1182,48.411308,-123.497038,7.226,2.2
1183,48.396887,-123.229492,43.094,0.8
1184,48.611731,-123.055119,16.642,2.6
1185,48.601302,-123.059294,15.896,0.7
1186,48.604256,-123.055672,13.618,0.6
1187,48.533691,-123.498657,22.264,1.0
1188,48.687699,-123.255436,20.022,1.3
1189,48.536165,-123.506112,22.058,1.1
1190,48.560229,-123.817961,18.284,1.4
1192,48.584713,-123.649333,25.928,0.9
1193,48.398401,-123.294409,45.979,1.2
1194,48.476290,-123.517676,41.111,1.0
1195,48.386357,-123.350260,18.196,0.7
1196,48.604012,-123.645524,21.434,0.7
1197,48.600102,-122.988973,59.147,0.7
1198,48.646293,-123.136597,19.630,0.4
1199,48.645976,-123.131641,18.107,0.6
1200,48.607104,-123.710132,23.529,0.8
1201,48.662427,-123.230843,18.144,0.7
1202,48.677869,-123.270719,21.793,0.6
1203,48.408960,-123.311971,45.936,0.8
1204,48.256942,-123.219352,39.925,1.4
1205,48.651815,-123.013542,21.926,0.9
1206,48.252344,-123.360636,42.138,1.1
1207,48.658439,-123.052816,18.689,0.9
1208,48.418054,-123.174748,28.672,1.4
1209,48.396375,-123.975285,49.009,1.1
1210,48.310783,-123.198039,28.992,0.6
1211,48.187170,-123.156128,44.656,0.8
1212,48.530204,-123.667879,15.425,1.0
1213,48.394531,-123.982479,48.632,1.7
1214,48.590344,-123.547648,25.244,0.9
1215,48.612887,-123.100692,12.605,0.7
1216,48.635486,-123.034953,20.533,1.1
1217,48.462166,-123.283960,21.615,0.5
1218,48.498763,-123.416138,26.860,1.3
1219,48.218372,-123.092310,21.680,1.4
1220,48.616850,-123.115104,5.602,0.7
1221,48.463513,-123.064795,26.539,1.5
1222,48.587207,-123.045841,9.823,1.3
1223,48.398730,-123.349536,21.989,1.2
1224,48.605916,-123.018530,18.078,0.6
1225,48.471863,-123.423584,20.792,1.4
1226,48.555640,-123.369336,41.575,0.7
1227,48.689571,-123.146924,21.176,0.9
1228,48.685579,-123.144019,20.926,0.5
1229,48.689209,-123.144507,21.437,1.4
1230,48.589046,-123.084701,15.581,0.1
1231,48.358740,-123.348128,4.838,1.2
1232,48.655339,-123.443262,5.160,1.0
1233,48.440145,-123.282324,16.822,1.3
1234,48.303540,-123.216162,45.906,3.0
1235,48.457511,-123.302775,20.748,0.9
1236,48.469727,-123.271810,22.891,1.3
1237,48.481934,-123.393115,24.331,1.5
1238,48.467513,-123.282023,21.119,0.9
1239,48.599723,-123.094279,8.909,1.2
1240,48.601652,-123.105542,7.409,1.1
1242,48.596440,-123.096444,16.428,1.3
1243,48.282646,-123.309489,37.521,1.2
1244,48.597949,-123.102181,8.792,1.3
1245,48.461804,-123.283162,21.624,1.0
1246,48.568323,-123.676717,23.265,1.1
1247,48.651135,-123.023438,25.211,1.0
1248,48.700281,-123.029028,23.859,0.5
1249,48.488761,-123.647266,22.097,0.3
1250,48.487170,-123.447412,22.431,0.4
1251,48.641243,-123.049097,21.314,0.7
1252,48.649272,-123.043441,20.254,0.6
1253,48.594080,-123.101571,8.281,0.7
1254,48.642509,-123.143872,18.212,0.4
1255,48.598950,-123.048063,15.335,0.3
1256,48.572209,-123.521737,23.808,0.7
1257,48.429834,-123.403784,27.865,0.1
1258,48.409229,-123.475594,8.999,0.2
1259,48.267961,-123.074276,29.908,0.8
1260,48.264685,-123.070841,30.504,0.6
1261,48.376746,-123.748625,6.759,0.5
1262,48.385132,-123.764347,1.812,0.1
1263,48.508228,-123.313053,27.936,1.0
1264,48.455709,-123.534253,9.613,0.7
1265,48.491956,-123.379126,22.389,0.1
1266,48.485282,-123.376424,23.323,0.8
1267,48.580505,-123.698983,21.440,0.3
1268,48.540072,-123.267114,44.673,0.9
1269,48.486719,-123.494377,1.949,1.1
1273,48.285876,-123.155509,40.536,0.9
1274,48.496240,-123.367269,22.284,0.7
1275,48.683211,-123.234782,19.736,0.4
1276,48.635148,-123.133130,19.248,0.6
1277,48.571061,-123.516260,24.847,1.4
1278,48.327401,-123.006828,7.377,1.3
1279,48.518673,-123.731120,20.090,1.4
1280,48.411938,-123.499813,6.625,1.5
1281,48.380090,-123.382845,9.044,1.0
1282,48.630168,-123.130843,14.027,1.3
1283,48.694010,-123.268913,22.186,0.9
1284,48.632121,-123.135116,13.566,1.8
1285,48.386471,-123.695369,2.136,1.1
1286,48.619055,-123.060246,16.515,1.4
1287,48.619307,-123.070410,14.895,1.3
1288,48.629220,-123.133065,13.309,0.3
1289,48.617965,-123.061385,15.953,1.0
1290,48.598100,-123.096037,8.964,1.4
1291,48.650655,-123.007878,22.810,0.9
1292,48.600920,-123.114966,58.420,1.4
1293,48.559749,-123.087850,58.125,3.2
1294,48.612939,-122.996134,52.192,1.0
1295,48.604370,-123.034717,16.366,0.7
1296,48.592204,-123.032284,18.449,1.2
1297,48.470732,-123.274015,23.846,1.3
1298,48.413997,-123.275578,9.208,0.7
1299,48.599813,-123.110229,12.936,1.2
1300,48.686397,-123.318075,21.368,0.1
1301,48.495622,-123.655436,21.920,0.9
1302,48.601506,-123.037427,15.505,0.8
1303,48.418376,-123.592684,23.736,1.1
1304,48.489547,-123.384701,25.612,0.4
1305,48.467362,-123.272974,22.310,0.6
1306,48.470402,-123.275277,24.147,1.3
1307,48.399215,-124.247054,35.696,1.5
1308,48.220190,-123.276375,26.570,1.2
1309,48.615544,-123.090918,8.231,0.5
1310,48.610103,-123.685075,24.562,1.4
1311,48.314307,-123.207756,42.474,0.7
1312,48.608057,-123.051953,16.537,0.9
1313,48.584875,-123.105412,9.987,0.8
1314,48.608354,-123.047648,18.072,0.8
1315,48.605330,-123.004338,18.348,0.7
1316,48.611995,-123.048755,17.570,0.4
1317,48.602336,-123.051367,16.479,0.8
1318,48.605074,-123.052734,16.014,1.3
1319,48.601550,-123.051563,18.118,0.6
1320,48.601933,-123.049390,15.579,0.9
1321,48.610974,-123.049593,15.662,0.5
1323,48.611540,-123.064738,12.145,0.9
1324,48.601139,-123.055632,15.255,0.8
1325,48.607284,-123.052490,17.005,1.2
1326,48.606189,-123.051245,15.839,0.9
1327,48.605009,-123.058341,15.603,1.0
1328,48.607129,-123.053027,16.859,1.0
1329,48.604118,-123.051831,16.514,0.5
1330,48.607971,-123.051432,16.427,0.9
1331,48.212309,-123.156104,45.058,1.3
1332,48.329057,-123.108716,41.226,0.8
1333,48.403528,-123.485645,5.686,1.0
1334,48.607874,-123.604704,22.268,0.4
1335,48.593111,-123.053353,14.903,0.9
1336,48.319975,-123.211792,41.393,1.2
1337,48.613000,-123.633301,18.453,1.0
1338,48.609448,-123.053768,17.145,1.7
1339,48.609615,-123.052344,17.294,1.6
1340,48.608582,-123.058472,14.223,1.2
1341,48.453906,-123.401945,19.449,1.1
1342,48.625444,-123.034652,18.266,1.0
1343,48.243604,-123.134635,20.955,0.7
1345,48.209330,-123.376619,41.305,2.0
1346,48.399048,-123.496745,45.283,2.2
1347,48.528536,-123.474406,29.510,0.9
1348,48.481047,-123.592790,17.478,0.5
1349,48.231165,-123.297795,39.609,1.6
1350,48.615129,-123.027702,13.519,1.3
1351,48.610592,-123.045907,14.530,1.1
1352,48.467676,-123.493595,2.799,1.0
1353,48.489644,-123.642757,21.575,0.9
1354,48.222811,-123.124943,25.249,1.0
1355,48.221387,-123.138452,26.942,1.1
1356,48.601843,-123.036190,18.868,1.4
1357,48.635116,-123.104053,5.551,0.8
1358,48.637439,-123.122860,15.917,0.8
1359,48.636247,-123.117155,12.561,0.2
1360,48.640181,-123.118009,13.531,0.6
1361,48.640999,-123.125187,15.843,0.7
1362,48.638057,-123.125586,12.098,0.8
1363,48.638509,-123.117334,14.884,0.7
1364,48.648120,-123.124878,18.501,0.9
1365,48.639311,-123.127197,15.358,2.0
1366,48.641846,-123.124268,16.169,0.7
1367,48.642004,-123.126693,15.633,1.8
1368,48.639160,-123.124878,15.267,1.5
1369,48.632642,-123.125472,13.107,0.8
1370,48.637109,-123.120809,11.952,0.2
1371,48.639128,-123.120996,13.185,0.7
1372,48.511796,-123.522957,18.431,0.7
1373,48.524691,-123.505607,19.565,0.5
1374,48.524255,-123.506966,19.613,0.4
1375,48.508305,-123.536255,18.485,0.8
1376,48.508105,-123.524097,18.418,1.1
1377,48.638151,-123.127865,14.267,1.3
1378,48.495076,-123.271021,26.643,0.8
1379,48.522196,-123.513468,19.747,0.7
1380,48.489884,-123.531445,16.180,0.3
1381,48.459513,-124.389038,37.059,1.2
1382,48.633236,-123.125423,9.443,0.1
1383,48.713672,-123.622795,22.985,0.5
1384,48.643730,-123.118132,15.490,2.4
1385,48.641821,-123.124422,16.613,2.4
1386,48.479472,-123.281641,25.905,0.9
1387,48.639417,-123.128719,14.970,1.4
1388,48.642281,-123.128605,14.608,1.0
1389,48.495190,-123.286117,27.583,2.2
1390,48.640263,-123.124023,13.893,0.8
1391,48.520898,-123.508333,18.826,0.9
1392,48.469226,-123.447705,22.511,0.3
1393,48.519861,-123.518018,19.639,0.4
1394,48.639510,-123.125366,14.683,0.4
1395,48.499190,-123.635799,24.443,0.7
1396,48.494678,-123.636190,25.423,1.0
1397,48.666964,-123.281356,19.652,0.5
1398,48.513810,-123.508097,19.402,0.3
1399,48.499329,-123.630916,26.185,1.2
1400,48.499430,-123.628337,26.115,3.0
1401,48.638188,-123.125456,15.014,0.5
1402,48.407133,-123.083049,24.722,1.5
1403,48.553589,-123.055249,57.120,2.1
1404,48.548397,-123.620768,2.223,0.8
1405,48.406246,-123.664315,7.043,0.8
1406,48.378133,-123.317432,25.855,0.9
1407,48.413127,-123.117017,25.707,1.6
1408,48.415531,-123.296102,43.440,1.5
1409,48.666231,-123.222518,60.984,3.3
1410,48.633793,-123.276847,13.358,1.0
1411,48.567452,-123.465186,22.028,0.2
1412,48.291329,-123.256966,39.370,1.2
1413,48.665011,-123.208911,15.643,1.1
1414,48.385246,-124.205160,35.758,1.8
1415,48.518860,-123.513892,19.414,0.3
1416,48.576571,-123.074992,13.163,1.0
1417,48.589819,-123.081885,9.849,0.8
1418,48.590588,-123.088151,13.023,1.1
1419,48.400167,-123.034245,8.220,0.8
1420,48.591235,-123.082340,13.215,0.7
1421,48.477539,-123.508423,1.194,0.3
1422,48.479346,-123.732576,21.227,0.6
1423,48.445345,-123.462557,20.138,1.0
1424,48.463086,-123.559920,1.024,0.8
1425,48.633525,-123.138582,17.386,0.8
1427,48.616817,-123.040267,17.644,1.2
1428,48.483813,-123.594491,21.677,0.7
1429,48.481356,-123.527889,1.483,1.1
1430,48.655575,-123.442131,4.456,1.3
1431,48.562317,-124.059538,21.979,0.8
1432,48.552063,-123.478735,25.349,1.7
1433,48.377909,-123.136458,14.074,0.5
1434,48.619084,-123.083317,14.990,2.4
1435,48.613623,-123.088753,9.055,1.2
1436,48.611971,-123.090495,8.983,0.8
1437,48.609774,-123.094271,7.984,0.7
1438,48.617367,-123.085254,13.744,2.2
1439,48.551518,-123.457528,24.551,0.4
1440,48.613436,-123.089217,9.142,1.1
1442,48.577120,-123.050586,15.918,0.7
1443,48.640324,-123.124382,15.222,0.2
1444,48.575505,-123.055534,16.505,0.5
1445,48.580086,-123.054370,16.700,0.9
1446,48.594678,-123.040918,15.386,1.1
1447,48.245707,-123.170858,24.138,1.7
1448,48.638110,-123.044621,19.140,0.7
1449,48.637288,-123.043701,19.219,0.5
1450,48.497400,-123.637630,25.134,0.1
1451,48.461153,-123.351245,14.874,0.4
1452,48.610864,-123.065267,13.799,0.6
1453,48.609578,-123.064697,14.127,0.6
1454,48.391414,-123.467082,40.644,0.7
1455,48.708223,-123.482194,49.592,0.3
1456,48.612899,-123.014925,19.031,0.1
1457,48.611780,-123.025024,15.535,0.7
1458,48.608521,-123.027555,13.592,1.3
1459,48.612272,-123.027425,15.754,1.1
1460,48.610803,-123.023641,15.314,1.0
1461,48.612427,-123.026457,14.867,1.2
1462,48.562341,-124.061450,21.490,0.6
1463,48.591280,-123.109237,8.482,0.8
1464,48.342147,-123.479378,38.719,1.4
1465,48.233793,-123.300024,24.763,0.7
1466,48.558118,-124.018571,22.098,0.8
1467,48.597274,-123.078979,14.473,1.9
1468,48.483834,-123.393042,23.604,1.2
1469,48.587939,-123.529085,25.481,0.5
1471,48.469438,-123.481917,25.281,1.3
1472,48.478601,-123.253337,24.955,0.7
1473,48.427352,-123.236174,48.043,1.0
1474,48.417306,-123.209253,13.935,1.1
1475,48.416789,-123.206437,14.166,0.6
1476,48.489046,-123.578052,24.383,1.0
1478,48.503072,-123.591659,21.361,0.5
1479,48.605273,-123.102075,9.580,1.5
1480,48.634151,-123.049569,16.405,1.1
1481,48.633577,-123.050472,15.448,1.2
1482,48.673971,-123.254720,21.632,0.6
1483,48.494250,-123.645459,21.745,1.4
1484,48.539205,-123.435360,25.374,0.2
1485,48.406254,-123.362655,11.880,0.4
1486,48.679655,-123.340942,22.420,0.5
1487,48.466817,-123.273299,23.215,1.2
1488,48.468416,-123.278198,22.968,0.5
1489,48.234985,-123.301294,38.737,0.8
1490,48.595622,-123.083285,8.907,0.8
1491,48.675435,-123.259277,21.902,0.7
1492,48.507666,-123.290877,28.833,2.4
1493,48.604744,-123.630273,23.756,0.6
1494,48.439071,-123.608765,8.443,1.5
1495,48.501827,-123.622640,26.296,0.5
1496,48.465877,-123.274202,23.680,1.1
1497,48.460177,-123.277816,24.495,0.8
1498,48.680103,-123.953556,22.387,1.0
1499,48.702865,-123.455729,53.203,1.8
1500,48.607515,-123.651912,23.177,0.3
1501,48.698230,-123.287712,21.083,0.2
1502,48.325309,-123.272713,26.318,1.1
1503,48.469702,-123.273730,23.323,1.0
1504,48.485722,-123.275968,22.098,0.0
1505,48.470683,-123.328158,22.579,0.5
1506,48.615450,-123.122965,12.811,0.9
1507,48.612708,-123.124650,9.962,0.7
1508,48.437903,-123.605778,8.420,1.0
1509,48.404407,-123.406120,11.979,1.1
1510,48.394381,-123.428703,25.556,0.9
1511,48.548539,-123.447046,22.925,1.1
1512,48.501754,-123.674756,20.522,1.0
1513,48.649882,-123.910197,17.814,2.1
1514,48.433997,-123.480062,41.253,1.6
1515,48.507829,-123.266593,26.600,1.4
1516,48.469499,-123.280526,23.350,0.9
1517,48.493486,-123.579533,6.971,1.3
1518,48.461544,-123.276587,21.971,0.3
1519,48.499792,-123.661165,21.915,1.2
1520,48.208199,-123.400798,16.416,1.2
1521,48.464457,-123.294124,23.386,1.5
1523,48.498372,-123.622290,21.915,0.7
1524,48.595487,-123.080998,14.502,1.2
1526,48.394356,-123.661393,2.026,1.0
1527,48.468803,-123.488574,12.541,0.8
1528,48.466398,-123.277173,22.790,0.8
