ID,Lat,Lon,Dep,Mag
641,48.463717,-123.448682,13.118,1.0
642,48.292436,-123.235164,25.428,0.5
643,48.290987,-123.240356,24.713,1.0
644,48.455469,-123.659880,24.316,0.1
645,48.480050,-124.380835,37.782,4.9
646,48.480050,-124.380835,37.782,2.9
647,48.668636,-123.270898,19.331,0.2
649,48.502645,-123.536727,9.112,0.2
650,48.462769,-123.019710,25.312,0.7
651,48.596362,-123.541642,25.756,0.9
652,48.598922,-123.037842,17.487,1.1
653,48.591654,-123.035547,15.606,0.7
654,48.374150,-123.100358,8.295,0.6
655,48.602189,-123.045907,17.352,0.4
656,48.505339,-123.361271,49.208,0.8
657,48.682800,-123.297559,22.586,0.8
658,48.638916,-123.150024,15.756,0.3
659,48.594499,-123.099569,8.036,0.7
660,48.693823,-123.236377,18.176,0.8
661,48.497709,-123.607804,24.262,0.9
662,48.702588,-123.255884,18.199,0.7
663,48.586658,-123.106331,8.340,0.5
664,48.594718,-123.609896,24.256,0.7
665,48.701066,-123.154069,19.509,0.9
666,48.690776,-123.269108,21.618,0.5
667,48.288542,-123.247884,24.677,0.5
668,48.473759,-123.266325,23.039,0.8
669,48.640519,-123.304508,15.358,0.8
670,48.570121,-122.994328,52.329,1.3
671,48.430278,-123.066300,19.942,0.7
672,48.577116,-123.539266,27.570,0.7
673,48.516073,-123.318368,27.880,0.7
674,48.617782,-123.068856,15.627,0.8
675,48.607666,-123.073665,8.794,0.5
676,48.619930,-123.069263,15.102,1.0
677,48.493949,-123.446460,23.155,0.8
678,48.490922,-123.447038,23.343,0.9
679,48.545426,-123.460677,22.923,1.6
681,48.682308,-123.668490,23.555,1.1
682,48.614856,-123.004468,16.417,0.6
683,48.504761,-123.063241,56.127,0.7
685,48.623999,-123.589958,24.504,0.5
686,48.292061,-123.164608,19.882,1.7
687,48.483659,-123.268693,24.336,0.6
688,48.604508,-123.111418,8.567,1.3
689,48.404565,-123.326758,15.130,0.6
690,48.373348,-123.501530,43.885,2.4
691,48.438017,-123.153141,19.183,0.3
692,48.602039,-123.113086,8.543,0.7
693,48.501371,-123.607576,26.199,0.9
694,48.515422,-123.645028,25.880,0.4
695,48.306893,-123.310962,39.640,1.1
696,48.585917,-123.095500,7.998,0.6
697,48.469104,-123.278491,23.365,0.6
698,48.679980,-123.282170,18.596,0.4
699,48.665780,-123.237386,22.846,0.3
700,48.469267,-123.274650,23.543,0.6
701,48.494307,-123.527360,16.228,0.7
702,48.350452,-123.607821,4.474,0.8
703,48.348100,-123.607422,4.494,0.5
704,48.475761,-123.249202,21.799,0.6
705,48.265584,-123.108350,25.858,0.7
706,48.543953,-123.355615,47.133,1.1
707,48.424809,-123.153337,31.095,0.8
708,48.354256,-123.275155,23.300,0.9
709,48.510205,-123.712199,24.375,0.3
710,48.603109,-123.037866,17.815,0.3
711,48.616850,-123.055876,18.148,0.5
712,48.510225,-123.703027,23.528,1.3
713,48.624276,-123.152287,16.675,0.6
714,48.481148,-123.158521,27.577,4.3
715,48.481291,-123.152173,26.077,0.8
716,48.479045,-123.154077,25.366,0.8
717,48.484167,-123.150098,25.552,0.7
718,48.481160,-123.153247,26.337,0.9
719,48.478577,-123.152018,26.281,1.9
720,48.489128,-123.150732,24.861,1.1
721,48.468616,-123.149845,23.864,0.8
722,48.478902,-123.157373,26.189,1.8
723,48.479753,-123.151758,26.391,1.5
724,48.487101,-123.156307,25.447,0.9
725,48.479085,-123.151416,26.406,1.4
726,48.477775,-123.158398,26.489,0.9
727,48.484721,-123.156958,26.371,0.8
728,48.481685,-123.155607,25.885,0.8
729,48.484123,-123.154639,26.481,0.7
730,48.480001,-123.169743,27.308,2.8
731,48.642830,-123.709456,25.202,0.7
732,48.479305,-123.151872,26.312,1.4
733,48.477726,-123.154175,26.545,1.4
734,48.351799,-123.436719,4.814,0.4
735,48.267887,-123.225602,21.753,0.6
736,48.445549,-123.602539,22.956,0.5
737,48.482186,-123.156779,26.860,0.3
738,48.447770,-123.364819,44.010,0.8
739,48.648287,-123.114461,22.415,0.3
740,48.493856,-123.443359,22.750,0.6
741,48.698739,-123.099292,25.136,0.7
742,48.295955,-123.458122,20.526,0.8
743,48.497119,-123.638965,23.653,0.9
744,48.383403,-123.523381,18.084,1.5
745,48.491606,-123.646077,21.800,0.3
746,48.478849,-123.423462,22.096,0.7
747,48.477722,-123.159635,25.514,1.0
748,48.614840,-123.009391,18.642,0.8
749,48.618152,-123.028385,17.156,1.1
750,48.613826,-123.027596,18.374,0.7
751,48.617069,-123.029525,17.409,0.7
752,48.615312,-123.019092,17.918,0.7
753,48.613778,-123.037012,16.558,0.9
754,48.479041,-123.158675,26.195,2.4
755,48.476115,-123.156576,26.485,1.0
756,48.482402,-123.169181,26.356,0.5
757,48.479513,-123.157682,25.257,0.7
758,48.605029,-123.018400,16.661,0.4
759,48.616593,-123.029508,19.361,2.1
760,48.607210,-123.110938,8.686,2.1
762,48.613175,-123.036507,17.917,0.3
763,48.501750,-123.630949,22.335,1.8
764,48.619649,-123.038590,16.738,0.7
765,48.612585,-123.064746,15.033,0.9
766,48.614335,-123.064502,14.974,1.0
768,48.544580,-123.173210,5.569,0.5
769,48.488383,-123.585238,22.730,0.7
770,48.662931,-123.177246,18.350,0.6
771,48.595186,-123.107796,6.863,0.3
772,48.592029,-123.108870,8.292,0.5
773,48.345947,-123.293376,17.718,1.6
774,48.444600,-123.665259,24.391,1.0
775,48.490222,-123.404818,23.393,2.2
776,48.487268,-123.418791,23.017,0.8
777,48.496871,-123.418140,20.780,0.9
778,48.471899,-123.274821,22.757,0.5
781,48.542920,-123.462240,25.942,1.3
782,48.473421,-123.272233,22.493,0.6
783,48.684285,-123.252409,20.870,0.8
784,48.597388,-123.039299,17.010,1.0
785,48.645182,-123.028084,22.364,0.4
786,48.259412,-123.066439,47.929,0.9
787,48.659705,-123.861711,21.915,0.8
788,48.595793,-123.106771,12.977,0.7
789,48.654757,-123.245605,54.935,0.6
790,48.455042,-123.473299,24.978,0.9
791,48.539803,-123.848674,25.694,0.3
792,48.598747,-123.041862,16.041,0.1
793,48.586511,-123.068302,8.335,0.4
794,48.385962,-123.239632,46.652,2.4
795,48.338668,-123.601750,2.148,0.8
796,48.595170,-123.087427,11.902,0.5
797,48.579606,-124.319132,41.007,1.5
798,48.603068,-123.618245,22.553,0.9
799,48.534574,-123.506453,26.325,0.4
800,48.475468,-123.253898,48.855,1.7
801,48.466191,-123.268465,22.966,0.7
802,48.464921,-123.269230,23.593,0.8
803,48.486340,-123.160140,25.839,0.6
804,48.468905,-123.270638,22.581,0.5
805,48.316109,-123.113493,20.545,0.2
806,48.438965,-123.148747,21.476,0.8
807,48.240084,-123.128092,20.818,0.7
808,48.455412,-123.474935,25.304,0.8
809,48.453857,-123.307161,21.710,0.9
810,48.470406,-123.273478,23.055,0.5
811,48.593909,-123.026115,18.096,0.3
812,48.227905,-124.104875,36.431,2.0
813,48.464469,-123.254810,22.734,0.4
814,48.468018,-123.267546,22.984,0.8
816,48.634798,-123.036955,15.067,1.2
817,48.472119,-123.249674,23.707,0.8
818,48.467542,-123.603719,24.888,0.5
819,48.224276,-123.134074,26.369,1.6
820,48.691174,-123.265007,16.277,0.5
821,48.602592,-123.034375,18.730,0.4
822,48.600956,-123.036206,17.467,0.4
823,48.563395,-123.482853,24.828,1.1
824,48.571944,-123.007894,54.894,2.4
825,48.625944,-123.131396,8.718,0.5
826,48.594470,-123.016854,15.246,0.1
827,48.635673,-123.030412,19.363,0.7
828,48.595260,-123.089347,14.911,0.5
829,48.596037,-123.029110,16.861,1.0
830,48.600810,-123.116064,7.232,0.5
832,48.669482,-123.250122,20.904,0.1
833,48.601322,-123.101896,6.843,0.6
834,48.593404,-123.117806,7.494,1.1
835,48.448409,-123.537842,8.859,1.0
836,48.613542,-123.042383,15.612,0.8
837,48.362716,-123.192318,44.278,0.3
838,48.495610,-123.631063,21.081,1.3
839,48.522538,-123.392798,28.764,1.1
840,48.617261,-123.113371,9.447,0.9
841,48.595231,-123.119336,48.853,0.5
842,48.493652,-123.669588,20.967,0.9
843,48.226603,-123.132251,24.095,0.8
844,48.600423,-123.035571,17.505,0.6
845,48.599976,-123.045907,17.147,0.7
847,48.638721,-123.027905,57.799,0.9
848,48.586076,-123.072876,4.102,1.5
849,48.606763,-123.103784,6.968,0.4
850,48.477799,-123.280396,46.423,0.8
851,48.515466,-123.139616,53.997,0.9
852,48.590751,-123.109676,8.112,0.6
853,48.687838,-123.267928,21.730,0.7
854,48.605269,-123.012858,26.100,0.6
855,48.469267,-123.263981,22.831,0.6
856,48.439836,-123.231576,25.804,0.9
857,48.353080,-123.062207,24.454,1.4
858,48.609810,-123.091471,7.580,0.4
859,48.684102,-123.887467,19.076,0.8
860,48.605363,-123.046623,16.421,0.8
861,48.517326,-123.228809,31.329,1.1
862,48.644902,-123.712956,22.290,1.0
864,48.294132,-123.202881,44.531,1.7
865,48.576489,-123.516431,23.827,1.6
866,48.694568,-123.271460,22.535,0.1
867,48.441488,-123.548096,8.650,1.4
868,48.604264,-123.102230,9.366,0.5
869,48.599935,-123.103817,8.940,0.7
870,48.446240,-123.733081,5.846,0.5
871,48.582373,-123.390527,53.845,1.6
872,48.362736,-123.318164,14.940,0.6
873,48.660543,-123.357430,19.941,0.5
874,48.356388,-123.011971,43.615,0.6
875,48.633952,-123.103687,22.763,1.4
876,48.645667,-123.480607,44.276,1.0
877,48.308305,-123.212321,44.871,0.4
878,48.605872,-123.413924,45.282,0.9
879,48.524870,-123.544442,24.743,0.7
880,48.573580,-123.039600,17.065,0.5
881,48.591984,-123.556689,20.818,1.1
882,48.452413,-123.442188,46.865,0.7
883,48.659688,-123.140723,21.116,0.7
884,48.291207,-123.095972,19.775,0.6
885,48.500191,-123.308317,27.506,0.3
886,48.644515,-123.118376,21.566,0.4
887,48.305872,-122.990706,44.525,1.3
888,48.474670,-123.239591,23.153,0.4
889,48.583476,-123.122917,47.878,0.8
890,48.513273,-123.342391,44.111,0.7
891,48.619881,-123.062712,17.818,0.5
892,48.614689,-123.054761,17.182,0.5
893,48.479053,-123.722526,20.496,0.8
894,48.598893,-123.025537,13.675,0.4
895,48.606612,-123.028914,13.396,0.4
896,48.656978,-123.229801,54.570,0.3
897,48.448324,-123.230623,47.795,0.4
898,48.647876,-123.132812,21.246,0.6
899,48.522164,-123.510262,26.783,1.1
900,48.517049,-123.509912,26.921,0.3
901,48.480562,-123.410726,20.329,0.7
902,48.487244,-124.402417,37.921,0.9
903,48.654834,-123.021232,18.725,1.2
904,48.628288,-123.132056,18.799,0.4
905,48.489677,-123.614339,23.304,0.5
906,48.632894,-123.118441,19.316,0.6
907,48.606913,-123.115177,8.865,1.0
908,48.608984,-123.045988,15.679,0.2
909,48.593681,-123.024162,18.194,0.5
910,48.613082,-123.053923,15.854,0.6
911,48.612569,-123.046305,16.965,0.4
912,48.349898,-123.331779,25.382,0.9
913,48.245072,-123.254696,27.418,0.8
914,48.547005,-123.041642,47.472,1.1
915,48.366728,-123.297909,28.049,0.9
916,48.404211,-123.999015,47.851,1.0
917,48.336125,-123.447282,21.634,1.2
918,48.649919,-123.235596,24.311,1.5
919,48.480933,-123.262996,19.601,0.6
920,48.498893,-123.626872,22.881,0.3
921,48.363074,-123.338363,25.277,0.3
922,48.596525,-123.120378,7.015,0.6
923,48.639400,-123.133358,18.700,0.5
924,48.641642,-123.127051,21.196,0.7
925,48.638635,-123.124976,20.571,0.5
926,48.645809,-123.132145,21.307,0.3
927,48.655424,-123.130509,20.270,0.9
928,48.697815,-123.345142,18.611,0.6
929,48.297856,-123.188452,23.209,1.3
930,48.280029,-124.176839,36.736,0.8
931,48.360173,-123.438118,24.157,0.5
932,48.234070,-123.132406,25.360,0.9
933,48.598140,-123.092456,9.940,0.2
934,48.549556,-123.531877,44.126,3.6
935,48.432048,-123.548283,9.792,1.0
936,48.695732,-123.280355,22.268,0.5
937,48.469621,-123.132560,28.399,0.7
939,48.654924,-123.068978,52.287,0.5
940,48.538725,-123.150073,5.653,1.0
941,48.585474,-123.074211,8.343,1.0
942,48.680090,-123.274292,19.277,0.5
943,48.664233,-123.138932,15.027,0.2
944,48.497510,-123.640373,19.861,1.0
945,48.426237,-123.245345,48.336,0.5
946,48.463485,-123.153003,3.324,0.4
947,48.361609,-123.527588,20.953,0.5
948,48.388660,-123.509993,21.677,0.5
949,48.520264,-123.437362,27.249,0.4
950,48.458366,-123.129167,4.371,0.9
951,48.471134,-123.263062,22.709,0.4
952,48.472306,-123.270597,27.258,0.8
953,48.227979,-123.129875,25.214,0.9
954,48.255082,-123.329289,20.632,0.3
955,48.504740,-123.633651,24.094,1.6
956,48.579289,-124.299845,41.795,2.9
957,48.331140,-123.334798,38.644,0.5
958,48.487236,-123.234855,25.429,0.6
959,48.324951,-123.193538,42.781,0.6
960,48.487821,-123.231388,27.485,1.5
961,48.477266,-123.476416,23.096,1.0
962,48.485771,-123.567961,3.142,0.6
963,48.645650,-123.042407,20.067,0.8
964,48.462728,-123.457397,24.009,1.1
965,48.391170,-123.300285,25.982,0.4
966,48.656047,-123.145223,21.418,0.1
967,48.642033,-123.129378,19.520,0.3
968,48.305001,-123.197664,46.680,4.0
969,48.470081,-123.263509,22.569,1.2
970,48.498763,-123.442700,22.660,1.0
971,48.462081,-123.276050,21.643,0.8
972,48.639616,-123.127401,19.071,0.2
973,48.624487,-123.115047,20.888,0.1
974,48.699630,-123.286540,19.869,0.4
975,48.640385,-123.136100,19.087,0.1
976,48.495341,-123.630086,14.488,0.7
978,48.395622,-123.243840,18.602,0.7
979,48.495825,-123.729093,22.737,0.4
980,48.455839,-123.164339,30.524,0.1
981,48.462252,-123.075171,22.808,0.7
982,48.455623,-123.064160,23.872,0.5
983,48.653076,-123.133301,22.231,0.9
984,48.636015,-123.020337,18.502,1.3
985,48.643811,-123.109619,21.935,0.7
986,48.529858,-124.390454,37.934,0.9
987,48.651477,-123.132544,21.998,0.8
988,48.463249,-123.092033,33.067,1.5
989,48.433614,-123.407959,25.915,0.9
990,48.487496,-123.295093,26.850,0.9
991,48.611670,-123.100871,17.301,0.9
992,48.630151,-123.127767,19.269,1.0
994,48.624394,-123.118148,20.132,1.1
995,48.529207,-123.507308,21.073,1.5
996,48.675631,-123.006364,24.702,1.3
997,48.495349,-123.260181,25.892,0.4
998,48.496379,-123.421509,26.144,1.6
999,48.505961,-123.529370,25.329,1.2
1000,48.483919,-123.431283,26.010,0.9
1001,48.453133,-123.478784,16.787,1.6
1002,48.606327,-123.103800,19.956,1.6
1003,48.602421,-123.108138,23.424,1.3
1004,48.468237,-123.273698,22.993,1.1
1005,48.626607,-123.121712,19.764,2.4
1006,48.618127,-123.094401,19.241,1.9
1007,48.643795,-123.139657,22.103,0.5
1008,48.646586,-123.144507,21.991,0.5
1009,48.473201,-123.631413,19.861,0.8
1011,48.467314,-123.270964,23.352,0.6
1012,48.681494,-123.315462,21.431,0.8
1013,48.369307,-123.339795,14.412,0.7
1014,48.601143,-123.110449,7.248,1.1
1015,48.391317,-123.214803,43.728,1.8
1016,48.485506,-123.376994,27.316,0.7
1017,48.515495,-123.543652,20.286,1.2
1018,48.488216,-123.410994,23.330,1.5
1019,48.490682,-123.399593,20.335,1.9
1020,48.475342,-123.462614,17.395,1.0
1021,48.604606,-123.052669,18.213,1.3
1022,48.596468,-123.037720,15.359,1.2
1023,48.606470,-123.058765,16.192,0.9
1024,48.620256,-123.067350,20.236,1.2
1025,48.609025,-123.065959,15.366,1.3
1026,48.609847,-123.062240,17.116,1.3
1027,48.609692,-123.066943,16.000,1.4
1028,48.604154,-123.057275,16.960,1.3
1029,48.619157,-123.058504,19.314,1.3
1030,48.526961,-123.513542,21.158,1.2
1031,48.605981,-123.044141,15.003,1.4
1032,48.610555,-123.060775,15.170,1.3
1033,48.618416,-123.081942,12.575,1.6
1034,48.602629,-123.045662,16.489,1.8
1035,48.599231,-123.052840,15.521,1.0
1036,48.607914,-123.057699,14.817,1.3
1037,48.526998,-123.426123,26.914,1.1
1038,48.609074,-123.051367,17.315,1.6
1039,48.668209,-123.292627,21.707,1.2
1040,48.609884,-123.049194,15.596,1.2
1041,48.588778,-123.226270,48.792,2.2
1042,48.606893,-123.058236,14.786,0.9
